Word,num_occurrences
kingdom,297
kira,0
kit,33
kitchen,74
kitchens,0
kite,25
kitten,2
km,5
kmh,0
kmsec,0
knife,106
knitted,13
know,39
knowledge,273
known,564
l,7
lab,10
label,17
labeled,2
laboratory,77
lack,342
lacks,46
lactic,13
laid,69
lake,383
lakes,119
lamp,146
land,600
landdwelling,0
landfill,2
landfills,0
landforms,0
landing,68
lands,29
landscape,37
landscaping,2
landslide,4
landslides,0
language,1267
large,4357
largemouth,8
larger,242
largescale,0
largest,786
larva,74
larval,28
las,4
lasers,7
last,273
lasts,22
late,171
later,224
latest,16
latex,28
latitude,33
laundry,19
lava,20
law,750
lawn,61
lawns,24
laws,157
lay,26
layer,249
layers,92
laying,29
lays,22
leaching,9
lead,195
leading,212
leaf,432
leafeating,0
leaks,2
lean,47
learn,24
learned,56
learning,80
learns,8
least,92
leather,166
leave,58
leaves,3302
leaving,35
led,283
left,339
leg,197
legs,287
lemon,114
lemonade,5
length,300
lens,188
lenses,24
leopard,23
less,299
lets,5
letter,284
letting,7
level,291
levels,70
lever,62
library,79
lick,6
lid,27
lie,31
life,667
lifecycle,0
lifting,38
light,1245
lightbulb,2
lighter,30
lightning,36
lights,29
lightweight,77
lightyear,0
lightyears,0
like,623
likelihood,11
likely,31
likes,13
limbs,131
lime,65
limestone,35
limit,82
limited,96
limiting,31
limits,58
line,1073
lined,24
lines,254
lining,92
linked,57
lion,61
lions,20
lipid,21
liquid,593
liquids,67
lisa,0
list,153
lists,5
lit,4
liter,23
liters,19
lithium,14
lithosphere,1
lithospheric,0
litmus,14
litter,19
little,302
livable,3
live,206
lived,85
liver,174
lives,196
livestock,108
living,783
lizard,156
load,49
local,191
located,441
location,168
locations,27
lodges,2
log,45
loggerhead,9
loggers,1
logging,4
long,1776
longer,114
longest,47
longitude,14
longitudinal,32
longterm,0
look,52
looked,0
looking,49
looks,36
loose,223
loosen,3
lose,17
loses,19
losing,18
loss,355
lost,88
lot,28
lotion,25
lots,23
loud,176
louisiana,43
low,598
lower,423
lowered,36
lowers,17
lowest,129
lowpressure,0
lumber,48
lumps,9
lunar,24
lung,71
lungs,134
lustrous,47
lyse,0
lysosome,1
lysosomes,0
lysozyme,1
machine,379
machines,26
macromolecule,2
macromolecules,3
made,2124
magma,5
magnesium,60
magnet,44
magnetic,307
magnetism,33
magnetizing,0
magnets,7
magnification,6
magnifying,8
main,306
maine,50
mainly,190
maintain,79
maintaining,45
maintains,67
major,499
majority,29
make,507
makes,459
makeup,27
making,780
malleable,28
mammal,215
mammals,214
man,673
manage,12
management,113
mangrove,21
manipulated,3
mantle,36
manufacture,56
manufactured,36
manufacturers,13
manufacturing,81
many,966
map,59
maps,22
marble,26
march,78
margin,77
margins,24
marie,41
marigolds,11
marine,471
marked,285
marker,17
market,188
marketing,19
markings,94
mars,20
marsh,116
marshall,32
marshmallows,0
marshy,35
marta,1
martin,60
martins,2
mary,135
maryland,39
masks,13
mass,435
massachusetts,71
masses,86
massive,71
mat,52
match,75
matched,9
matches,12
matching,22
mate,17
material,647
materials,150
mates,2
mathematical,107
mating,10
matt,2
matter,392
maturation,8
mature,111
matures,4
maximum,78
maxwell,8
may,341
maze,2
meadow,65
meal,137
meals,36
mean,78
means,313
measurable,9
measure,272
measured,131
measurement,100
measurements,29
measures,83
measuring,276
meat,323
meats,44
mechanical,213
mechanism,129
media,39
median,15
medication,35
medications,3
medicine,340
medicines,34
medium,242
meet,87
meetings,14
meiosis,23
melinda,0
melt,12
melted,21
melting,23
melts,11
meltwater,2
members,232
membrane,186
membranebound,0
membranes,46
men,203
mesophyll,0
message,114
messages,64
messenger,29
metabolic,51
metabolism,113
metal,654
metals,60
metamorphic,18
metamorphosis,22
metaphase,2
meteor,10
meteorite,8
meteoroids,1
meteorologist,1
meteors,2
meter,97
meters,61
methane,10
method,238
methods,65
mexico,787
mg,7
mgbr,0
mgcl,0
mh,0
miami,8
mice,64
michael,16
michigan,61
miconia,0
microorganism,23
microorganisms,52
microphone,26
microscope,49
microscopes,8
midday,7
middle,357
midnight,24
midocean,0
might,49
migrate,16
migrated,15
migrates,15
migrating,1
migration,19
migratory,28
mild,143
mileage,9
miles,100
milk,301
milky,102
milliliter,1
milliliters,0
millimeter,11
millimeters,1
millions,6
mills,4
mimic,17
mina,1
mine,91
mineral,251
minerals,75
mining,41
minutes,35
mirror,60
mirrors,6
missing,31
missy,1
mistakes,10
mitochondria,4
mitochondrion,2
mitosis,13
mitotic,2
mix,22
mixed,156
mixer,17
mixes,17
mixing,49
mixture,199
mixtures,20
ml,1
mode,41
model,75
models,16
moderate,65
modern,247
modification,15
modified,73
modify,2
moist,142
moisture,47
mold,54
molding,52
molecular,43
molecule,106
molecules,105
molly,4
molten,21
momentum,11
monarch,42
monday,17
money,873
monica,1
monitoring,10
monoxide,18
month,175
months,28
moon,104
moonearthsun,0
moonlight,4
moons,7
moonsunearth,0
moose,11
morning,56
mosquitoes,27
moss,79
mostly,337
moth,277
mother,206
moths,109
motion,334
motivated,10
motor,286
mount,101
mountain,481
mountainous,105
mountains,354
mouse,106
mouth,370
mouths,27
move,188
moved,71
movement,508
movements,124
moves,129
movie,96
moving,301
mr,2
mrna,5
ms,6
much,233
mud,81
muffler,5
multicellular,18
multiple,86
muscle,509
muscles,299
muscular,160
mushroom,138
music,585
musical,431
mussels,18
must,169
mutate,0
mutating,0
mutation,40
mutations,3
mutualism,2
n,25
na,7
nacl,0
nail,55
nails,25
name,1054
named,99
names,332
nanotubes,0
naoh,0
naomi,5
narrow,504
national,361
native,1084
natural,453
naturally,95
nature,186
nausea,54
navigation,41
ne,8
near,511
nearby,19
nearest,34
nearly,156
nebula,14
necessary,58
need,80
needed,97
needle,97
needles,97
needs,40
negative,108
negatively,6
neighborhood,12
neither,38
neon,12
neptune,12
nerve,417
nerves,96
nervous,233
nest,60
nesting,7
nestlings,0
nests,60
net,92
neutral,40
neutralization,9
neutralize,9
neutron,22
neutrons,37
nevada,51
new,1681
newer,0
newly,27
newspaper,119
newspapers,48
newton,15
newtons,3
next,113
nh,2
nicer,0
niche,10
nick,10
nickel,56
night,204
ninth,24
nio,0
nitrates,12
nitrogen,62
nocturnal,148
noise,173
nonaggressive,3
noncommercial,0
nonconductor,1
noninfectious,0
nonliving,5
nonmagnetic,4
nonnative,0
nonreactive,0
nonrenewable,0
nonstick,0
nonvascular,4
nonwoody,0
noon,9
normal,288
normally,110
north,4189
northeast,74
northeastern,509
northern,1612
northward,48
northwest,141
nose,186
note,160
notebook,9
notes,86
nothing,30
notice,58
noticed,4
notices,4
notify,1
november,39
nt,2
nuclear,263
nuclei,50
nucleic,28
nucleotides,26
nucleus,141
number,1317
numbers,164
numerous,454
nurse,55
nutrient,15
nutrientladen,0
nutrientrich,0
nutrients,30
nutrition,28
nutritional,9
oak,245
object,440
objective,40
objects,272
observation,61
observations,34
observe,20
observed,104
observes,15
observing,18
obsolete,24
obtain,62
obtained,344
obtaining,27
obtains,19
occupied,77
occupies,16
occur,146
occurred,51
occurrence,126
occurrences,15
occurring,224
occurs,467
ocean,308
oceanic,49
oceans,31
october,33
odor,114
officers,49
offspring,86
often,1324
oh,3
ohms,9
oil,804
old,1304
older,66
omitted,16
omnivores,0
one,4565
onehalf,0
onehundred,0
ones,26
onethird,0
oneyear,0
onto,81
ontonagon,0
opaque,32
open,492
opened,66
opening,246
opens,58
operate,40
operating,116
opinion,116
opportunities,17
opportunity,50
opposes,22
opposing,112
opposite,196
options,7
oral,172
orange,513
orbit,82
orbited,4
orbiting,7
orbits,12
order,2119
ordered,44
ordering,26
ore,107
organ,365
organelles,5
organic,278
organism,234
organisms,220
organization,551
organize,5
organized,207
organizing,24
organs,215
origin,181
original,161
originally,183
originate,13
orion,18
osmosis,7
others,473
otherwise,51
outcome,68
outcroppings,1
outdated,0
outdoor,49
outer,239
outlets,1
outline,22
output,77
outside,202
oven,37
overabundance,5
overall,14
overcome,21
overcrowding,2
overfishing,0
overgrowth,11
overhead,42
overhunting,0
overload,5
overlying,6
overnight,18
overpopulate,0
overpopulated,0
ovule,25
owls,12
owners,18
oxide,123
oxides,16
oxygen,152
ozone,17
pacific,637
package,26
pail,10
pain,313
paint,107
pair,208
pairs,125
palm,321
palms,77
pan,83
pandemic,4
pane,8
panels,15
paper,519
papers,37
parachutes,0
paragraph,5
parallel,179
paramecium,7
parasites,53
parasitic,247
parasitism,1
parent,71
parents,92
park,173
parked,10
parking,30
parks,16
part,2011
partially,52
participated,2
particle,109
particles,236
particular,691
partly,63
parts,675
party,562
pass,147
passage,236
passed,59
passes,131
passing,151
past,118
pat,2
path,130
pathogenic,29
pathogens,29
paths,14
pathway,13
patient,72
patients,55
patrick,11
pattern,170
patterns,47
pawing,0
paws,2
pay,127
pea,198
peach,49
peaches,7
peanuts,17
pear,42
pebbles,13
peerreviewed,0
pencil,34
pencils,6
penguins,15
people,1671
pepper,137
peppers,50
peptide,17
peptides,2
per,221
perceived,53
percent,33
percentage,36
percentages,1
perform,145
performance,217
performed,197
performing,53
performs,104
period,598
periodic,88
periods,69
permian,18
peroxide,18
person,3574
personal,307
perspiration,15
persuade,27
pest,80
pesticide,18
pesticides,9
pestresistant,0
pests,39
pet,26
petal,13
peter,88
petrified,3
petroleum,72
pets,14
ph,17
pharmaceutical,10
phase,131
phases,8
phenomena,57
phenomenon,127
phillip,0
phloem,9
phone,27
phones,4
phonograph,39
phospholipid,3
phosphorous,1
phosphorus,16
photograph,51
photographs,46
photography,49
photosynthesis,18
photosynthesize,0
photosynthetic,10
phrases,26
phylum,100
physical,379
physically,42
physician,110
physicist,317
phytoplankton,4
pick,29
picture,150
pictured,4
pie,59
piece,559
pieces,126
pierced,2
pigs,22
pile,62
piles,19
pill,60
pine,422
pinhole,1
pioneer,68
pipe,203
pipeline,15
pitcher,103
pith,20
place,797
placebo,12
placed,951
places,153
placing,31
plain,66
plains,127
plan,138
plane,314
planet,81
planetary,23
planets,30
plankton,17
planned,46
planning,57
plans,33
plant,2478
planted,83
planting,16
plantlike,3
plants,1482
plasma,62
plastic,152
plastics,29
plate,243
plateau,44
plates,92
play,351
player,353
plays,303
plentiful,4
plenty,9
plugged,4
pluto,18
pm,8
pneumatic,22
pockets,12
point,899
pointed,185
pointing,20
points,223
poison,95
poisonous,387
polar,45
pole,155
poles,35
polished,25
pollen,46
pollinate,0
pollinated,5
pollinating,2
pollination,3
pollinators,5
pollock,10
pollutants,5
polluted,3
pollution,35
polymerase,4
polysaccharide,5
pond,38
ponds,38
pool,69
pools,5
poor,98
pop,36
popcorn,5
popped,0
popular,283
population,102
populations,14
porcelain,15
porous,29
portion,88
position,664
positions,61
positive,116
positively,10
positivelycharged,0
possibility,29
possible,146
post,157
poster,19
pot,83
potassium,115
potential,102
pots,5
potted,0
pounded,9
pour,2
poured,12
pouring,20
pours,0
powder,211
powdered,54
powdery,27
power,714
powered,55
practical,90
practice,219
practices,135
prairie,107
precaution,8
precious,53
precipitates,0
precipitation,37
precise,14
precisely,1
predation,2
predator,7
predatorprey,0
predators,7
predict,10
predictable,9
predicted,21
predicting,6
prediction,17
predictions,10
preexisting,5
preference,12
preferred,31
prepare,14
prepared,143
preparing,68
presence,195
present,233
presentation,46
presented,52
presents,29
preserved,54
press,107
pressed,32
pressure,430
pressures,18
prettiest,0
pretty,13
prevailing,24
prevalence,4
prevent,213
prevents,106
previous,45
prey,67
preyed,1
price,204
prickly,171
primarily,212
primary,137
primitive,231
principal,157
principle,218
prism,21
private,152
probability,50
probably,39
probe,7
problem,96
problems,78
procedure,161
procedures,53
process,922
processes,126
processor,13
produce,286
produced,607
producer,32
producers,5
produces,253
producing,205
product,280
production,242
productive,20
productivity,15
products,136
professional,162
program,344
progress,82
project,44
prokaryote,2
prokaryotic,9
proof,57
propane,7
proper,40
properly,18
properties,195
property,956
prophase,11
proposed,94
proposes,6
protect,185
protected,39
protection,89
protective,169
protectors,0
protects,103
protein,157
proteins,68
protist,1
protists,3
proton,12
protons,22
prototype,5
prove,5
proven,5
proves,0
provide,177
provided,137
provides,405
providing,155
proximity,9
pseudopodia,0
public,653
publish,2
published,87
puddle,6
puffy,7
pull,44
pulled,68
pulling,67
pulls,20
pumice,4
pumping,4
pumpkin,16
pumps,10
pupa,3
puppies,2
puppy,9
purchase,65
pure,75
purification,13
purple,808
purpose,225
purposes,127
push,44
pushed,34
pushes,9
pushing,12
put,121
puts,50
putting,115
puzzle,20
q,10
quality,1389
quantity,358
quarried,0
quarry,14
question,74
questions,44
quick,81
quickgrow,0
quickly,36
quiet,50
quietest,0
r,22
rabbit,78
raccoon,19
race,254
radar,52
radiant,37
radiates,5
radiation,298
radiator,14
radio,246
radioactive,209
railroad,112
rain,105
rained,0
rainfall,12
rainforest,1
raining,0
rains,5
rainstorms,0
rainwater,9
rainy,14
raise,62
raising,62
raisins,26
ramp,5
ran,10
ranches,1
random,75
range,347
ranges,38
ranked,6
rapid,210
rapidly,123
rare,189
rarely,9
rate,300
rates,37
rather,233
ratios,1
rats,60
rattlesnake,45
ravi,1
raw,120
rays,213
reach,58
reached,48
reaches,36
reaching,37
react,11
reactant,2
reactants,0
reacted,0
reacting,8
reaction,299
reactions,90
reactive,11
read,78
readily,42
reading,78
reads,23
ready,49
realize,1
realizes,0
really,18
rear,105
reason,83
receded,5
receive,78
received,99
receives,113
receiving,39
recent,48
recently,42
recessive,25
recharging,2
recipe,1
reclassified,3
recognize,42
recognizing,12
recombination,4
recommended,9
record,201
recorded,67
recording,139
records,82
recover,8
recovered,21
recreational,24
recrystallization,0
recrystallized,0
rectangular,88
recycle,0
recycled,1
recycling,4
red,1780
reduce,112
reduced,119
reduces,60
reducing,79
reduction,67
reef,29
reefbuilding,0
reefs,20
reevaluate,0
referring,20
reflect,16
reflected,49
reflecting,26
reflective,7
reflects,25
refract,0
refracted,4
refracting,8
refracts,0
refrigerant,10
refrigerate,0
refrigerator,18
region,709
regional,32
regions,696
regulated,18
regulates,33
regulation,35
reintroduced,2
reintroduction,1
rejected,31
rejection,36
related,526
relatedness,7
relating,29
relation,329
relationship,91
relationships,32
relative,188
release,134
released,74
releases,26
releasing,45
reliability,10
reliable,18
relieve,67
remain,32
remained,16
remaining,46
remains,85
remember,19
remixed,0
removal,156
remove,67
removed,108
removes,42
removing,94
renewable,5
renewal,11
repair,46
repare,0
repeat,6
repeated,86
repeating,38
repeats,13
repel,12
repels,5
repetition,53
replace,43
replaced,53
replaces,15
replacing,23
replanting,0
replenished,2
replication,15
report,57
reporter,6
reporting,12
reports,42
represent,72
representation,179
represented,91
representing,118
represents,55
reproduce,39
reproduces,11
reproduction,88
reproductive,90
reptile,71
reptiles,70
require,28
required,155
requirement,23
requirements,18
requires,32
research,247
researched,0
researcher,4
researchers,0
researches,0
reserves,25
residents,11
resist,28
resistance,168
resistant,63
resistor,12
resource,25
resources,90
respect,129
respiration,57
respiratory,136
respond,37
responding,1
response,194
responses,23
responsible,377
rest,124
restaurants,15
restrict,7
result,240
resulted,30
resulting,608
results,224
retail,48
retain,33
retired,28
retreating,1
return,200
returned,40
returns,25
reusable,5
reused,0
revealed,18
reverse,79
review,36
reviewed,1
revised,13
revising,7
revisions,1
revolution,220
revolve,10
revolves,13
revolving,36
ribbon,43
ribosomes,0
ricardo,3
rice,121
rich,175
rid,22
ride,32
rider,32
riders,12
ridge,82
riding,90
rift,21
right,599
rigid,77
rigs,1
rim,32
ring,211
rings,65
ripening,3
rise,87
rises,130
rising,77
risk,63
risky,5
river,1483
riverbanks,3
riverbed,3
rivers,86
rna,77
road,157
roads,33
roadside,19
roasts,1
robert,148
roberta,0
robins,9
robots,3
rock,407
rockforming,0
rocks,123
rocky,176
rod,111
rodents,63
role,149
roles,60
roll,143
rolled,62
roller,44
rolling,46
rolls,22
roof,155
roofing,15
room,386
root,376
roots,406
rope,196
rossby,0
rotate,35
rotates,62
rotation,75
rotational,5
rotting,11
rough,110
round,340
routes,6
row,87
rowers,1
rowing,16
rows,32
roy,7
rr,0
rub,4
rubbed,5
rubber,168
rubbing,20
rubs,1
rule,183
ruler,90
run,175
running,160
runoff,10
runs,100
runway,12
rust,66
rusting,5
rusts,9
rusty,18
sacrificed,4
safe,32
safely,25
safer,3
safest,1
safety,95
sag,1
sage,75
sagebrush,19
sailboat,10
sailboats,4
sale,160
salinity,2
saliva,32
sally,6
salmon,128
salt,355
saltremoving,0
saltwater,27
salty,22
sam,9
sample,49
samples,18
sand,241
sandbars,0
sandy,82
sanitation,7
sank,0
sap,91
saprophytism,0
satellite,50
satisfy,20
saturation,12
saturn,13
saved,34
saves,5
saw,101
says,9
scale,290
scales,136
scar,27
scared,0
scars,10
scatter,5
scattered,32
scatterplot,0
scavengers,0
scents,7
school,446
schools,39
schoolyard,1
science,263
scientific,136
scientifically,3
scientist,65
scientists,19
scissors,13
scorpio,8
scott,36
scraping,13
scratch,27
scratches,4
screen,145
screens,6
screws,9
sea,1188
seafloor,0
seal,99
sealed,37
seals,31
sean,1
search,90
seas,107
seashell,3
seashells,0
seashore,15
seaside,20
season,88
seasonal,13
seasons,12
seawater,3
second,483
secondary,85
secondlevel,0
seconds,18
sections,60
security,227
sediment,22
sedimentary,19
sedimentation,5
sediments,2
see,100
seed,344
seedless,14
seedlings,11
seeds,566
seeing,25
seem,21
seen,102
sees,5
segments,32
select,17
selected,47
selection,29
selective,13
selenium,9
sell,51
semaphore,2
semiaquatic,43
semiarid,15
semiliquid,3
send,21
sending,27
sends,21
senses,49
sentence,101
separate,213
separated,93
separates,51
separating,57
separation,82
september,40
sequence,158
sequoia,17
series,499
serve,106
service,468
serving,237
set,630
sets,86
setting,89
settle,30
settles,12
settling,7
setup,3
several,1214
severe,245
severity,12
sex,229
sexual,462
sexually,46
shade,140
shadetolerant,0
shadow,23
shake,11
shakes,0
shallow,118
shallower,1
shallowrooted,0
shape,425
shaped,201
shapes,38
share,72
shared,44
sharp,255
sharpened,4
shatter,1
shatters,0
shed,34
shedding,33
sheep,242
sheet,122
sheets,55
shellfish,13
shells,77
shelter,95
shelves,11
shield,57
shielding,4
shifting,10
shine,7
shines,5
shingles,18
shining,67
shiny,133
ship,394
shipping,40
ships,124
shirt,41
shoe,123
shop,140
shopping,30
shore,84
shoreline,8
short,875
shortage,13
shortened,19
shortens,8
shorter,53
shortest,12
shortlived,0
shortterm,0
show,203
showed,10
shower,39
showing,123
shown,36
shows,82
shredding,5
shrubs,997
shuttle,11
si,18
sickle,13
side,719
sides,220
sidewalk,7
sierra,56
sight,69
sign,205
signal,199
signals,153
significance,35
significant,35
significantly,4
silence,14
silt,11
silver,203
similar,673
similarity,24
similarly,10
simple,209
simpler,24
since,99
single,467
singlecelled,0
sink,24
sinking,18
sirna,0
sister,54
sisters,15
sit,62
site,300
sites,38
sitting,51
situation,230
six,153
size,263
sized,8
sizes,9
skateboarding,1
skates,20
skeletal,73
skills,34
skin,853
sky,92
sled,24
sledgehammer,1
sleek,4
sleep,128
sleeping,77
slices,14
slide,53
slides,13
sliding,40
slight,70
slippery,23
sloths,12
slow,120
slowed,2
slower,7
slowest,0
slowing,15
slowly,44
slowmoving,0
slows,18
small,6118
smaller,232
smallest,76
smell,60
smelling,16
smells,14
smog,4
smogfilled,0
smoke,92
smoking,39
smooth,294
smoother,5
snack,10
snake,277
snakes,149
sneezing,9
snow,106
snowcovered,0
snowfall,5
snowflakes,1
snowstorm,1
snuff,10
soak,5
soaked,14
soap,97
soar,1
social,602
society,195
soda,67
sodium,166
soft,568
softball,6
softbodied,0
softest,0
soil,318
soils,39
solar,133
solarpowered,0
sold,166
solid,254
solidifies,1
solids,18
soluble,53
solute,12
solution,231
solutions,38
solve,28
solved,2
solvent,76
solving,28
somatic,34
someone,2974
something,3287
sometimes,1275
somewhat,142
son,285
soon,25
sort,14
sound,643
soup,89
source,724
sources,56
south,1885
southeast,184
southern,1627
southward,65
southwest,116
soybeans,6
space,419
spacecraft,45
spaces,25
span,17
sparrows,7
special,280
specialized,74
species,464
specific,315
specifically,9
specimen,25
speed,163
speeding,3
speedometer,4
speeds,25
spend,9
sperm,54
spheres,2
spherical,67
spider,79
spiders,51
spill,5
spills,2
spin,50
spinal,187
spines,91
spiraling,11
split,106
splits,30
spoil,3
spores,130
sports,112
sprayed,11
spraying,4
spread,188
spreading,224
spreads,42
spring,175
springtime,1
sprinklers,0
sprout,8
sq,3
square,237
squeezing,11
squinting,1
squirrel,104
squirrels,26
ss,12
st,34
stability,22
stabilize,11
stabilizes,0
stable,81
stack,14
stage,285
stages,68
stained,20
stand,89
standardized,17
standing,79
star,277
starches,7
starling,10
starlings,12
stars,98
start,108
started,18
starting,80
starts,29
state,2386
stated,43
statement,190
statements,30
states,7058
static,28
station,146
stations,13
statistical,56
statue,22
stay,33
staying,12
stays,10
steadily,3
steam,103
steel,267
steep,55
steepness,1
steering,37
steller,4
stem,219
stems,594
step,72
stepping,5
steps,73
sterile,32
stick,139
sticks,26
stiff,189
still,95
stilt,24
stimulate,43
stimulates,69
stimuli,38
stimulus,112
stirred,0
stirring,15
stitching,13
stock,390
stomach,176
stone,282
stop,125
stopped,30
stops,57
stopwatch,1
storage,175
store,154
stored,147
stores,25
storing,85
storm,74
stormy,9
story,129
stove,25
stow,0
straight,186
strand,24
straw,43
streak,13
streaks,6
stream,127
streams,85
street,237
streets,48
strength,155
strengthened,7
strengthens,15
stress,133
stretched,46
strike,76
strikes,21
strikeslip,0
striking,40
string,87
stripped,7
stripping,10
strokes,23
strong,590
stronger,24
strongest,4
struck,33
structural,64
structure,627
structures,119
student,130
students,98
studied,105
studies,300
study,394
studying,23
sturgeon,10
sturgeons,4
style,273
subatomic,20
subdivide,38
subduct,0
subduction,1
subject,219
subjected,15
submarines,5
submerged,53
substance,685
substances,183
subsystems,0
subunits,0
successfully,32
succession,65
sudden,263
sufficient,43
sugar,370
sugarcane,12
sugars,14
suggest,13
suggested,19
suggests,6
suited,11
sulfide,35
sulfur,48
summarizing,10
summer,125
summers,3
sun,338
sunflower,41
sunflowers,9
sunglass,2
sunglasses,2
sunken,10
sunlight,24
sunny,5
sunrise,19
suns,0
sunset,26
sunshine,16
sunspots,7
suntan,2
supergrow,0
superposition,13
supplied,21
supplies,198
supply,160
supplying,76
support,370
supported,117
supports,106
suppose,0
sure,6
surface,994
surfacecracking,0
surfaces,100
surge,6
surgery,133
surgical,219
surrounding,177
surroundings,27
survey,11
survival,16
survive,13
survived,12
surviving,33
suspect,6
suspension,61
sustainability,1
sweat,52
sweater,9
sweating,17
sweep,11
swim,27
swimmer,12
swimming,95
swims,11
switch,63
symptoms,127
synthesis,53
system,1697
systems,358
table,315
tables,10
tablets,6
tadpole,7
tadpoles,3
tail,440
take,186
taken,343
takes,196
taking,201
talking,24
tall,703
tallest,8
talons,2
tame,3
tank,80
tannin,17
tanya,0
tapeworm,6
tapeworms,10
taps,11
target,135
task,44
tasmanian,22
taste,141
taxonomic,49
tea,216
teacher,73
team,226
tears,37
teaspoons,0
technique,88
techniques,56
technological,12
technologies,6
technology,64
tectonic,4
tectonics,5
tee,16
teeth,221
telephone,194
telescope,73
telescopes,1
television,231
televisions,0
tell,24
tells,32
telophase,2
temperature,275
temperatures,68
temporary,167
ten,127
tend,15
tends,69
tension,88
term,404
terms,355
terrain,13
terrarium,1
terrestrial,321
tertiary,8
test,263
testable,0
tested,23
testing,40
tests,37
texture,63
th,16
theaters,4
theories,55
theory,396
therefore,13
thermal,40
thermometer,76
thermometers,0
thick,408
thicker,9
thickness,26
thin,492
thing,210
things,610
think,19
thinking,56
thinks,8
third,228
thirst,16
thirsty,0
thomas,152
thorns,22
thoroughly,14
though,38
thought,238
thoughtful,6
thousands,14
threatened,31
three,537
threequarters,0
threeweek,0
threw,0
throughout,190
throw,58
throwing,57
thrown,86
throws,24
thrust,28
thunder,30
thunderstorms,5
thymine,7
tidal,26
tide,55
tides,9
tie,68
tiger,48
tile,19
tilt,8
tilted,9
tilts,0
time,1545
timed,1
times,233
tin,71
tinted,2
tiny,196
tipping,2
tips,54
tire,47
tissue,522
tissues,147
title,152
toast,26
toasted,10
toaster,4
tobacco,175
today,32
together,686
told,24
tomato,107
tongue,156
tonya,0
took,40
tool,213
tools,50
toothed,98
top,394
topography,4
tops,7
topsoil,3
tori,0
tornado,8
tornadoes,0
total,153
touch,89
touched,31
touches,14
touching,34
tour,31
toward,249
towards,14
towel,34
towels,9
tower,105
towers,10
town,418
toxic,204
toy,56
toys,10
trachea,20
track,113
tracking,4
tractor,19
tradeoff,1
trail,47
train,120
trait,309
traits,22
transcription,14
transfer,93
transferred,25
transfers,24
transform,1
transformation,33
transformations,3
transformed,7
transgenic,0
transitional,0
translucent,75
transmitted,236
transmitter,18
transparent,126
transpiration,6
transport,90
transportation,97
transporting,34
transports,28
transverse,33
trap,54
trapped,16
trash,17
trashcan,0
travel,129
traveled,27
traveling,86
travels,87
tray,22
treadmill,5
treat,486
treating,111
treatment,293
treats,22
tree,3025
trees,1335
trench,27
trenches,7
trend,14
trial,114
trials,19
triggers,6
trip,47
triplebeam,0
tripled,0
trna,2
trophic,0
tropical,2141
tropics,168
troposphere,5
truck,83
true,354
trunk,173
try,66
trying,60
tsunamis,0
tub,11
tube,358
tubelike,4
tubes,47
tulip,48
tulips,3
tumor,119
tumors,21
tundra,12
turbidity,1
turn,167
turned,58
turning,119
turns,109
turtle,100
turtles,58
tweezers,3
twelve,56
twentyfour,0
twice,26
twigs,66
two,2103
twochambered,0
type,1491
types,51
typical,109
ultraviolet,40
unable,52
unacceptable,30
unaffected,2
unattached,3
unbalanced,12
unchanged,17
uncontrollable,20
uncontrolled,25
uncover,1
undergo,5
undergoing,10
underground,106
understand,67
understanding,88
understands,6
understood,17
underwater,50
unexpected,44
unglazed,2
unhappy,3
unhealthy,6
unicellular,35
uniformity,12
unimportant,17
unintended,3
unique,16
unit,1688
united,7210
units,115
universal,63
universe,102
unknown,79
unless,25
unlike,11
unlikely,2
unlimited,4
unpiloted,0
unrelated,25
unsafe,2
unstable,47
unsustainable,0
unusual,92
upgrades,0
uplift,4
uplifting,3
upon,62
upper,376
upriver,4
uprooted,0
upset,13
upstream,6
upward,89
upwelling,0
uracil,4
urinate,5
us,77
usable,19
usage,31
use,952
used,7887
useful,96
uses,362
ushaped,0
using,339
usually,2212
uv,2
v,50
vaccination,7
vacuole,1
vacuoles,3
vacuum,81
vacuums,0
valence,17
valid,21
validate,0
validity,18
valley,176
valleys,8
valuable,169
value,391
van,77
vane,11
vapor,78
vaporization,4
vaporized,2
variable,143
variables,56
variation,56
varied,15
varies,31
varieties,132
variety,558
various,1312
vary,22
vascular,92
vegas,3
vegetable,163
vegetables,116
vehicles,79
velocity,55
verified,6
versus,2
vertebrates,139
vertically,22
vessels,137
vestigial,16
vests,0
vibrate,10
vibrations,11
viewed,50
viewing,20
vinegar,50
virus,215
viruses,47
visible,133
vision,151
visual,199
visually,11
vitamin,164
vitamins,30
vocal,105
voice,177
volatile,69
volcanic,76
volcanism,1
volcano,58
volcanoes,9
voltage,73
volts,16
volume,165
volumes,15
volvox,6
voyager,1
vshaped,0
w,23
waiting,29
walk,67
walked,7
walking,112
walks,38
wall,351
walls,166
walter,32
waning,1
want,44
wanted,17
wants,19
warbler,74
warblers,18
warm,370
warmblooded,0
warmed,7
warmer,17
warming,16
warmseason,0
warmth,31
warn,18
warning,90
wash,38
washing,90
washington,150
waste,145
wasted,1
wastes,22
watch,90
watched,2
water,1826
watercycle,0
watered,3
waterfall,33
watering,12
waterproof,34
waters,342
watershed,8
waterways,11
watts,14
wave,221
wavelength,23
wavelengths,30
waves,113
wax,135
waxing,6
way,398
ways,56
weak,86
weakens,6
wear,65
wearing,55
weather,141
weathered,6
weathering,9
web,86
webbed,24
webpage,1
webs,9
